"#CSV Embroidery File"
"#Created in Embird 2022 Build 10.66 (32-bit) on 19.02.2022 at 10:10:50
"#© 1997-2022 BALARAD, s.r.o.
"#https://www.embird.net
"#embird@embird.net
"#Notes: Can be read by Excel as CSV (Comma Separated Value) or text editor."
"#Lines beginning with # are comments."
"#Lines beginning with > are variables: >VARIABLE, VALUE"
"#Lines beginning with $ are colors: $Number, RED, GREEN, BLUE, Description, Catalog number"
"#Lines beginning with * are stitchlist entries: *STITCH, x, y, rel x, rel y, l, a, da"
"#  *STITCH means needle goes in, *JUMP means needle move only, *COLOR means stop for color change"
"#  x and y are absolute locations in mm; rel x, rel y are relative locations;"
"#  If absolute values are blank, relative values are used, otherwise relatives are ignored on read."
"#  (This is useful if editing by hand, move a piece of pattern by move first stitch and delete absolute values for the rest.)"
"#  l is stitch length, a is angle into node, da is angle out - angle in;"
"#  -999 means not-applicable.  These three parameters are ignored during read."
#
#>VAR_NAME,VAR_VALUE
">design_name","Embroidermodder "
">file_name","C:\users\rob\My Documents\embroidermodder\samples\Embroidermodder.csv"
">AX","+    0"
">AY","+    0"
">MX","+    0"
">MY","+    0"
">PD","******"
">Stitch_Count","3483"
">Color_Count","0"
">Extents","-111.300000,111.200000,-25.700000,25.700000"
#
#$COLOR,RED,GREEN,BLUE,DESCRIPTION,CATALOG_NUMBER
$0,0,0,255,"Purple","Brother Embroidery 614"
#
*STITCH,-55.000000,0.100000,-3.300000,-0.400000,3.324154,-173.088776,187.509552
*STITCH,-51.500000,1.000000,3.500000,0.900000,3.613862,14.420774,-184.693192
*STITCH,-55.000000,0.400000,-3.500000,-0.600000,3.551056,-170.272415,185.796524
*STITCH,-51.400000,1.400000,3.600000,1.000000,3.736308,15.524108,-184.214188
*STITCH,-54.900000,0.700000,-3.500000,-0.700000,3.569314,-168.690079,187.125015
*STITCH,-51.300000,1.900000,3.600000,1.200000,3.794733,18.434942,-184.398697
*STITCH,-54.900000,1.000000,-3.600000,-0.900000,3.710795,-165.963760,185.322754
*STITCH,-51.200000,2.300000,3.700000,1.300000,3.921734,19.358992,-183.214661
*STITCH,-55.000000,1.200000,-3.800000,-1.100000,3.956008,-163.855667,187.240875
*STITCH,-51.300000,2.800000,3.700000,1.600000,4.031129,23.385216,-184.499146
*STITCH,-55.100000,1.500000,-3.800000,-1.300000,4.016217,-161.113922,185.216156
*STITCH,-51.300000,3.200000,3.800000,1.700000,4.162932,24.102240,-186.098083
*STITCH,-55.300000,1.900000,-4.000000,-1.300000,4.205948,-161.995850,185.548111
*STITCH,-51.400000,3.600000,3.900000,1.700000,4.254409,23.552261,-185.548111
*STITCH,-55.400000,2.300000,-4.000000,-1.300000,4.205948,-161.995850,185.021347
*STITCH,-51.400000,4.000000,4.000000,1.700000,4.346263,23.025492,-184.172333
*STITCH,-55.500000,2.600000,-4.100000,-1.400000,4.332436,-161.146835,185.374588
*STITCH,-51.500000,4.400000,4.000000,1.800000,4.386343,24.227751,151.198334
*STITCH,-54.000000,4.600000,-2.500000,0.200000,2.507987,175.426086,-47.857498
*STITCH,-55.000000,5.900000,-1.000000,1.300000,1.640122,127.568588,46.991104
*STITCH,-57.100000,6.100000,-2.100000,0.200000,2.109502,174.559692,-3.305847
*STITCH,-58.400000,6.300000,-1.300000,0.200000,1.315295,171.253845,-331.270752
*STITCH,-60.600000,5.500000,-2.200000,-0.800000,2.340940,-160.016891,16.886795
*STITCH,-62.200000,4.300000,-1.600000,-1.200000,2.000000,-143.130096,31.759476
*STITCH,-63.100000,2.000000,-0.900000,-2.300000,2.469818,-111.370621,115.456207
*STITCH,-61.700000,2.100000,1.400000,0.100000,1.403567,4.085589,-168.140182
*STITCH,-64.500000,1.300000,-2.800000,-0.800000,2.912044,-164.054596,182.489548
*STITCH,-61.500000,2.300000,3.000000,1.000000,3.162278,18.434946,-189.554291
*STITCH,-64.700000,1.800000,-3.200000,-0.500000,3.238827,-171.119339,183.095474
*STITCH,-61.400000,2.500000,3.300000,0.700000,3.373426,11.976142,-186.933685
*STITCH,-64.800000,2.200000,-3.400000,-0.300000,3.413210,-174.957550,182.864700
*STITCH,-61.200000,2.700000,3.600000,0.500000,3.634556,7.907144,-186.316010
*STITCH,-64.800000,2.600000,-3.600000,-0.100000,3.601389,-178.408859,182.922836
*STITCH,-61.000000,2.900000,3.800000,0.300000,3.811824,4.513978,172.391922
*STITCH,-64.700000,3.100000,-3.700000,0.200000,3.705402,176.905899,-178.413330
*STITCH,-60.900000,3.000000,3.800000,-0.100000,3.801316,-1.507436,173.600296
*STITCH,-64.500000,3.500000,-3.600000,0.500000,3.634556,172.092865,-176.606857
*STITCH,-60.700000,3.200000,3.800000,-0.300000,3.811824,-4.513988,173.800858
*STITCH,-64.400000,3.900000,-3.700000,0.700000,3.765634,169.286865,-178.259491
*STITCH,-60.600000,3.300000,3.800000,-0.600000,3.847077,-8.972627,174.936371
*STITCH,-64.200000,4.200000,-3.600000,0.900000,3.710795,165.963745,-176.676865
*STITCH,-60.500000,3.500000,3.700000,-0.700000,3.765634,-10.713122,172.278168
*STITCH,-63.800000,4.600000,-3.300000,1.100000,3.478505,161.565048,-177.954590
*STITCH,-60.400000,3.600000,3.400000,-1.000000,3.544009,-16.389542,173.638565
*STITCH,-63.500000,4.900000,-3.100000,1.300000,3.361547,157.249023,-177.805069
*STITCH,-60.300000,3.700000,3.200000,-1.200000,3.417601,-20.556046,173.206177
*STITCH,-63.200000,5.200000,-2.900000,1.500000,3.264965,152.650131,-174.097870
*STITCH,-60.400000,4.100000,2.800000,-1.100000,3.008322,-21.447737,172.198914
*STITCH,-62.900000,5.500000,-2.500000,1.400000,2.865310,150.751175,-178.929764
*STITCH,-60.100000,4.000000,2.800000,-1.500000,3.176476,-28.178589,172.867371
*STITCH,-62.500000,5.700000,-2.400000,1.700000,2.941088,144.688782,-175.652542
*STITCH,-60.000000,4.200000,2.500000,-1.500000,2.915476,-30.963755,171.972763
*STITCH,-62.100000,5.900000,-2.100000,1.700000,2.701851,141.009003,-175.295883
*STITCH,-59.900000,4.400000,2.200000,-1.500000,2.662705,-34.286877,170.835037
*STITCH,-61.800000,6.200000,-1.900000,1.800000,2.617250,136.548157,-175.207962
*STITCH,-59.800000,4.600000,2.000000,-1.600000,2.561250,-38.659805,170.293335
*STITCH,-61.400000,6.400000,-1.600000,1.800000,2.408319,131.633530,-173.453705
*STITCH,-59.500000,4.700000,1.900000,-1.700000,2.549510,-41.820168,169.695145
*STITCH,-60.900000,6.500000,-1.400000,1.800000,2.280351,127.874977,-171.139267
*STITCH,-59.200000,4.900000,1.700000,-1.600000,2.334524,-43.264294,169.101944
*STITCH,-60.500000,6.700000,-1.300000,1.800000,2.220360,125.837654,-174.413986
*STITCH,-59.000000,5.000000,1.500000,-1.700000,2.267157,-48.576336,168.644913
*STITCH,-60.100000,6.900000,-1.100000,1.900000,2.195450,120.068581,-175.688232
*STITCH,-58.800000,5.000000,1.300000,-1.900000,2.302173,-55.619659,169.847412
*STITCH,-59.700000,7.000000,-0.900000,2.000000,2.193171,114.227745,-174.159164
*STITCH,-58.600000,5.100000,1.100000,-1.900000,2.195450,-59.931419,166.630661
*STITCH,-59.200000,7.100000,-0.600000,2.000000,2.088061,106.699242,-172.471497
*STITCH,-58.300000,5.100000,0.900000,-2.000000,2.193171,-65.772247,169.164749
*STITCH,-58.800000,7.200000,-0.500000,2.100000,2.158703,103.392502,-174.102448
*STITCH,-58.100000,5.200000,0.700000,-2.000000,2.118962,-70.709953,166.150284
*STITCH,-58.300000,7.300000,-0.200000,2.100000,2.109502,95.440331,-172.047852
*STITCH,-57.800000,5.200000,0.500000,-2.100000,2.158703,-76.607513,169.210083
*STITCH,-57.900000,7.400000,-0.100000,2.200000,2.202271,92.602562,-172.297714
*STITCH,-57.500000,5.200000,0.400000,-2.200000,2.236068,-79.695152,167.092590
*STITCH,-57.400000,7.400000,0.100000,2.200000,2.202271,87.397438,-177.397430
*STITCH,-57.400000,5.200000,0.000000,-2.200000,2.200000,-90.000000,169.695160
*STITCH,-57.000000,7.400000,0.400000,2.200000,2.236068,79.695152,-174.889557
*STITCH,-57.200000,5.200000,-0.200000,-2.200000,2.209072,-95.194405,166.759460
*STITCH,-56.500000,7.300000,0.700000,2.100000,2.213594,71.565048,-174.369308
*STITCH,-57.000000,5.100000,-0.500000,-2.200000,2.256103,-102.804260,169.605667
*STITCH,-56.100000,7.200000,0.900000,2.100000,2.284732,66.801407,-177.655853
*STITCH,-56.900000,5.100000,-0.800000,-2.100000,2.247220,-110.854454,167.830597
*STITCH,-55.600000,7.100000,1.300000,2.000000,2.385372,56.976135,-174.622116
*STITCH,-56.700000,5.000000,-1.100000,-2.100000,2.370654,-117.645981,169.355820
*STITCH,-55.200000,6.900000,1.500000,1.900000,2.420744,51.709839,-178.094177
*STITCH,-56.600000,5.000000,-1.400000,-1.900000,2.360085,-126.384346,169.747772
*STITCH,-54.800000,6.700000,1.800000,1.700000,2.475884,43.363422,-174.996948
*STITCH,-56.400000,4.900000,-1.600000,-1.800000,2.408319,-131.633530,170.293335
*STITCH,-54.400000,6.500000,2.000000,1.600000,2.561250,38.659809,-175.296387
*STITCH,-56.200000,4.800000,-1.800000,-1.700000,2.475884,-136.636581,170.923462
*STITCH,-54.000000,6.300000,2.200000,1.500000,2.662705,34.286877,-175.295883
*STITCH,-56.100000,4.600000,-2.100000,-1.700000,2.701851,-141.009003,171.265442
*STITCH,-53.700000,6.000000,2.400000,1.400000,2.778489,30.256433,-175.969559
*STITCH,-55.900000,4.500000,-2.200000,-1.500000,2.662705,-145.713120,171.354126
*STITCH,-53.400000,5.700000,2.500000,1.200000,2.773085,25.641001,-174.312317
*STITCH,-55.700000,4.300000,-2.300000,-1.400000,2.692582,-148.671310,171.603409
*STITCH,-53.100000,5.400000,2.600000,1.100000,2.823119,22.932096,-174.489182
*STITCH,-55.500000,4.100000,-2.400000,-1.300000,2.729469,-151.557083,171.880219
*STITCH,-52.800000,5.100000,2.700000,1.000000,2.879236,20.323137,-172.848709
*STITCH,-55.300000,3.800000,-2.500000,-1.300000,2.817801,-152.525574,170.344467
*STITCH,-52.500000,4.700000,2.800000,0.900000,2.941088,17.818893,-173.856415
*STITCH,-55.200000,3.500000,-2.700000,-1.200000,2.954657,-156.037521,173.278976
*STITCH,-52.300000,4.400000,2.900000,0.900000,3.036445,17.241457,-174.042862
*STITCH,-55.100000,3.200000,-2.800000,-1.200000,3.046309,-156.801407,171.732819
*STITCH,-52.100000,4.000000,3.000000,0.800000,3.104835,14.931417,-173.483673
*STITCH,-54.900000,2.900000,-2.800000,-1.100000,3.008322,-158.552261,173.483673
*STITCH,-51.900000,3.700000,3.000000,0.800000,3.104835,14.931417,36.408775
*STITCH,-51.500000,4.200000,0.400000,0.500000,0.640312,51.340191,-204.775146
*STITCH,-52.300000,3.800000,-0.800000,-0.400000,0.894427,-153.434952,-999.000000
*STITCH,-52.300000,3.800000,0.000000,0.000000,0.000000,-999.000000,-999.000000
*JUMP,-52.200000,3.800000,0.100000,0.000000,0.100000,-999.000000,-999.000000
*JUMP,-52.100000,3.800000,0.100000,0.000000,0.100000,-999.000000,-999.000000
*JUMP,-52.300000,3.800000,-0.200000,0.000000,0.200000,-999.000000,-999.000000
*JUMP,-52.300000,3.800000,0.000000,0.000000,0.000000,-999.000000,-999.000000
*STITCH,-48.400000,6.000000,3.900000,2.200000,4.477723,29.427454,-119.427452
*STITCH,-48.400000,3.400000,0.000000,-2.600000,2.600000,-90.000000,32.275639
*STITCH,-47.200000,1.500000,1.200000,-1.900000,2.247220,-57.724361,-32.275639
*STITCH,-47.200000,-0.200000,0.000000,-1.700000,1.700000,-90.000000,38.659809
*STITCH,-46.400000,-1.200000,0.800000,-1.000000,1.280625,-51.340191,-83.659805
*STITCH,-46.900000,-1.700000,-0.500000,-0.500000,0.707107,-135.000000,227.121094
*STITCH,-47.000000,1.000000,-0.100000,2.700000,2.701851,92.121094,30.784142
*STITCH,-48.100000,2.700000,-1.100000,1.700000,2.024846,122.905235,-39.615074
*STITCH,-47.700000,6.100000,0.400000,3.400000,3.423449,83.290161,-44.000755
*STITCH,-46.600000,7.000000,1.100000,0.900000,1.421267,39.289406,1.311893
*STITCH,-44.500000,8.800000,2.100000,1.800000,2.765863,40.601299,-54.637543
*STITCH,-43.300000,8.500000,1.200000,-0.300000,1.236932,-14.036243,30.963751
*STITCH,-41.000000,9.200000,2.300000,0.700000,2.404163,16.927507,-53.181343
*STITCH,-39.500000,8.100000,1.500000,-1.100000,1.860108,-36.253834,196.963776
*STITCH,-41.500000,8.800000,-2.000000,0.700000,2.118962,160.709946,-334.999359
*STITCH,-44.500000,8.500000,-3.000000,-0.300000,3.014963,-174.289413,15.326920
*STITCH,-45.800000,8.000000,-1.300000,-0.500000,1.392839,-158.962494,11.433685
*STITCH,-48.000000,6.600000,-2.200000,-1.400000,2.607681,-147.528809,-5.906143
*STITCH,-48.600000,6.300000,-0.600000,-0.300000,0.670820,-153.434952,271.332214
*STITCH,-49.500000,8.000000,-0.900000,1.700000,1.923538,117.897278,-30.018379
*STITCH,-49.400000,10.700000,0.100000,2.700000,2.701851,87.878899,47.121101
*STITCH,-50.100000,11.400000,-0.700000,0.700000,0.989950,135.000000,-80.537674
*STITCH,-49.600000,12.100000,0.500000,0.700000,0.860233,54.462322,-121.263733
*STITCH,-49.300000,11.400000,0.300000,-0.700000,0.761577,-66.801407,-102.893738
*STITCH,-50.400000,11.200000,-1.100000,-0.200000,1.118034,-169.695145,165.881073
*STITCH,-48.900000,11.100000,1.500000,-0.100000,1.503330,-3.814075,-163.657120
*STITCH,-50.700000,10.700000,-1.800000,-0.400000,1.843909,-167.471191,164.608780
*STITCH,-48.700000,10.600000,2.000000,-0.100000,2.002498,-2.862405,-166.353287
*STITCH,-50.800000,10.200000,-2.100000,-0.400000,2.137756,-169.215698,171.818207
*STITCH,-48.600000,10.300000,2.200000,0.100000,2.202271,2.602509,-169.798248
*STITCH,-50.800000,9.800000,-2.200000,-0.500000,2.256103,-167.195740,169.798248
*STITCH,-48.600000,9.900000,2.200000,0.100000,2.202271,2.602509,-165.903259
*STITCH,-50.600000,9.300000,-2.000000,-0.600000,2.088061,-163.300751,166.027069
*STITCH,-48.500000,9.400000,2.100000,0.100000,2.102380,2.726313,-168.690079
*STITCH,-50.500000,8.900000,-2.000000,-0.500000,2.061553,-165.963760,168.690079
*STITCH,-48.400000,9.000000,2.100000,0.100000,2.102380,2.726313,-167.982758
*STITCH,-50.300000,8.500000,-1.900000,-0.500000,1.964688,-165.256439,168.118835
*STITCH,-48.300000,8.600000,2.000000,0.100000,2.002498,2.862403,-167.338287
*STITCH,-50.100000,8.100000,-1.800000,-0.500000,1.868154,-164.475891,164.475891
*STITCH,-48.200000,8.100000,1.900000,0.000000,1.900000,0.000000,-167.471191
*STITCH,-50.000000,7.700000,-1.800000,-0.400000,1.843909,-167.471191,167.471191
*STITCH,-48.100000,7.700000,1.900000,0.000000,1.900000,0.000000,-164.475891
*STITCH,-49.900000,7.200000,-1.800000,-0.500000,1.868154,-164.475891,167.488739
*STITCH,-48.000000,7.300000,1.900000,0.100000,1.902630,3.012841,-167.488739
*STITCH,-49.800000,6.800000,-1.800000,-0.500000,1.868154,-164.475891,167.655685
*STITCH,-48.000000,6.900000,1.800000,0.100000,1.802776,3.179794,-162.623749
*STITCH,-49.600000,6.300000,-1.600000,-0.600000,1.708801,-159.443954,166.153793
*STITCH,-47.900000,6.500000,1.700000,0.200000,1.711724,6.709838,-166.153793
*STITCH,-49.500000,5.900000,-1.600000,-0.600000,1.708801,-159.443954,162.810425
*STITCH,-47.800000,6.000000,1.700000,0.100000,1.702939,3.366469,-164.931519
*STITCH,-49.300000,5.500000,-1.500000,-0.500000,1.581139,-161.565048,161.565048
*STITCH,-47.700000,5.500000,1.600000,0.000000,1.600000,0.000000,-165.068588
*STITCH,-49.200000,5.100000,-1.500000,-0.400000,1.552417,-165.068588,161.492249
*STITCH,-47.600000,5.000000,1.600000,-0.100000,1.603122,-3.576334,-165.804001
*STITCH,-49.200000,4.700000,-1.600000,-0.300000,1.627882,-169.380341,166.200516
*STITCH,-47.400000,4.600000,1.800000,-0.100000,1.802776,-3.179830,-166.812195
*STITCH,-49.100000,4.300000,-1.700000,-0.300000,1.726268,-169.992020,163.983017
*STITCH,-47.200000,4.100000,1.900000,-0.200000,1.910497,-6.009006,-167.650818
*STITCH,-49.000000,3.900000,-1.800000,-0.200000,1.811077,-173.659821,131.386139
*STITCH,-47.900000,2.900000,1.100000,-1.000000,1.486607,-42.273689,-17.657730
*STITCH,-46.800000,1.000000,1.100000,-1.900000,2.195450,-59.931419,-28.093620
*STITCH,-46.700000,-1.900000,0.100000,-2.900000,2.901724,-88.025040,97.487373
*STITCH,-46.100000,-1.800000,0.600000,0.100000,0.608276,9.462333,164.827103
*STITCH,-47.100000,-1.700000,-1.000000,0.100000,1.004988,174.289429,-146.216949
*STITCH,-45.600000,-0.900000,1.500000,0.800000,1.700000,28.072487,-192.548370
*STITCH,-47.400000,-1.400000,-1.800000,-0.500000,1.868154,-164.475891,194.544479
*STITCH,-45.500000,-0.300000,1.900000,1.100000,2.195450,30.068583,-189.214127
*STITCH,-47.600000,-1.100000,-2.100000,-0.800000,2.247220,-159.145538,190.109299
*STITCH,-45.600000,0.100000,2.000000,1.200000,2.332381,30.963755,-192.528809
*STITCH,-47.700000,-0.600000,-2.100000,-0.700000,2.213594,-161.565048,188.130096
*STITCH,-45.700000,0.400000,2.000000,1.000000,2.236068,26.565050,-191.309937
*STITCH,-47.900000,-0.200000,-2.200000,-0.600000,2.280351,-164.744888,186.546295
*STITCH,-45.900000,0.600000,2.000000,0.800000,2.154066,21.801407,-193.671295
*STITCH,-48.000000,0.300000,-2.100000,-0.300000,2.121320,-171.869888,192.094757
*STITCH,-46.100000,1.000000,1.900000,0.700000,2.024846,20.224861,-191.694092
*STITCH,-48.100000,0.700000,-2.000000,-0.300000,2.022375,-171.469238,192.719742
*STITCH,-46.300000,1.400000,1.800000,0.700000,1.931321,21.250504,-195.241501
*STITCH,-48.200000,1.200000,-1.900000,-0.200000,1.910497,-173.990997,193.431030
*STITCH,-46.500000,1.800000,1.700000,0.600000,1.802776,19.440029,-193.099854
*STITCH,-48.300000,1.600000,-1.800000,-0.200000,1.811077,-173.659821,193.099854
*STITCH,-46.600000,2.200000,1.700000,0.600000,1.802776,19.440029,-196.260208
*STITCH,-48.400000,2.100000,-1.800000,-0.100000,1.802776,-176.820175,193.209717
*STITCH,-46.700000,2.600000,1.700000,0.500000,1.772005,16.389540,-193.376755
*STITCH,-48.600000,2.500000,-1.900000,-0.100000,1.902630,-176.987213,192.511322
*STITCH,-46.800000,3.000000,1.800000,0.500000,1.868154,15.524108,-192.511322
*STITCH,-48.700000,2.900000,-1.900000,-0.100000,1.902630,-176.987213,193.376755
*STITCH,-47.000000,3.400000,1.700000,0.500000,1.772005,16.389540,163.610458
*STITCH,-48.800000,3.400000,-1.800000,0.000000,1.800000,180.000000,-165.963760
*STITCH,-47.200000,3.800000,1.600000,0.400000,1.649242,14.036238,165.963760
*STITCH,-48.900000,3.800000,-1.700000,0.000000,1.700000,180.000000,-165.963760
*STITCH,-47.300000,4.200000,1.600000,0.400000,1.649242,14.036238,162.597290
*STITCH,-49.000000,4.300000,-1.700000,0.100000,1.702939,176.633530,-166.013885
*STITCH,-47.400000,4.600000,1.600000,0.300000,1.627882,10.619645,166.013885
*STITCH,-49.100000,4.700000,-1.700000,0.100000,1.702939,176.633530,-169.923691
*STITCH,-47.400000,4.900000,1.700000,0.200000,1.711724,6.709838,38.290161
*STITCH,-46.900000,5.400000,0.500000,0.500000,0.707107,45.000000,96.340195
*STITCH,-47.900000,6.200000,-1.000000,0.800000,1.280625,141.340195,-58.934837
*STITCH,-47.700000,7.700000,0.200000,1.500000,1.513275,82.405357,-221.219421
*STITCH,-48.500000,7.000000,-0.800000,-0.700000,1.063015,-138.814072,76.992661
*STITCH,-47.000000,4.200000,1.500000,-2.800000,3.176476,-61.821407,174.572388
*STITCH,-48.300000,7.300000,-1.300000,3.100000,3.361547,112.750977,-171.787216
*STITCH,-46.800000,4.800000,1.500000,-2.500000,2.915476,-59.036240,172.998734
*STITCH,-48.000000,7.500000,-1.200000,2.700000,2.954657,113.962494,-168.424805
*STITCH,-46.500000,5.400000,1.500000,-2.100000,2.580698,-54.462318,169.085876
*STITCH,-47.600000,7.800000,-1.100000,2.400000,2.640076,114.623566,-168.239212
*STITCH,-46.200000,5.900000,1.400000,-1.900000,2.360085,-53.615650,169.175613
*STITCH,-47.300000,8.200000,-1.100000,2.300000,2.549510,115.559967,-169.175613
*STITCH,-45.900000,6.300000,1.400000,-1.900000,2.360085,-53.615650,168.059601
*STITCH,-46.900000,8.500000,-1.000000,2.200000,2.416609,114.443954,-168.606293
*STITCH,-45.600000,6.700000,1.300000,-1.800000,2.220360,-54.162346,167.360931
*STITCH,-46.500000,8.800000,-0.900000,2.100000,2.284732,113.198593,-168.818253
*STITCH,-45.200000,6.900000,1.300000,-1.900000,2.302173,-55.619659,168.818253
*STITCH,-46.100000,9.000000,-0.900000,2.100000,2.284732,113.198593,-170.174728
*STITCH,-44.800000,7.000000,1.300000,-2.000000,2.385372,-56.976131,169.225159
*STITCH,-45.700000,9.200000,-0.900000,2.200000,2.376973,112.249023,-171.285278
*STITCH,-44.500000,7.200000,1.200000,-2.000000,2.332381,-59.036247,169.019348
*STITCH,-45.300000,9.400000,-0.800000,2.200000,2.340940,109.983109,-171.172318
*STITCH,-44.200000,7.400000,1.100000,-2.000000,2.282542,-61.189205,167.888443
*STITCH,-44.800000,9.400000,-0.600000,2.000000,2.088061,106.699242,-171.353058
*STITCH,-43.900000,7.500000,0.900000,-1.900000,2.102380,-64.653824,168.690063
*STITCH,-44.400000,9.500000,-0.500000,2.000000,2.061553,104.036247,-172.234833
*STITCH,-43.600000,7.500000,0.800000,-2.000000,2.154066,-68.198593,166.729355
*STITCH,-43.900000,9.500000,-0.300000,2.000000,2.022375,98.530762,-169.240723
*STITCH,-43.200000,7.500000,0.700000,-2.000000,2.118962,-70.709953,168.475113
*STITCH,-43.500000,9.700000,-0.300000,2.200000,2.220360,97.765160,-170.115036
*STITCH,-42.800000,7.500000,0.700000,-2.200000,2.308679,-72.349876,167.319611
*STITCH,-43.000000,9.800000,-0.200000,2.300000,2.308679,94.969742,-175.103928
*STITCH,-42.600000,7.500000,0.400000,-2.300000,2.334524,-80.134186,170.134186
*STITCH,-42.600000,9.800000,0.000000,2.300000,2.300000,90.000000,-172.568604
*STITCH,-42.300000,7.500000,0.300000,-2.300000,2.319483,-82.568604,170.079041
*STITCH,-42.200000,9.800000,0.100000,2.300000,2.302173,87.510445,-172.746796
*STITCH,-42.000000,7.400000,0.200000,-2.400000,2.408319,-85.236359,168.111343
*STITCH,-41.700000,9.800000,0.300000,2.400000,2.418677,82.874985,-175.165649
*STITCH,-41.800000,7.300000,-0.100000,-2.500000,2.501999,-92.290657,170.980728
*STITCH,-41.300000,9.800000,0.500000,2.500000,2.549510,78.690071,-170.892700
*STITCH,-41.400000,7.200000,-0.100000,-2.600000,2.601922,-92.202629,169.208008
*STITCH,-40.800000,9.800000,0.600000,2.600000,2.668333,77.005386,-171.404068
*STITCH,-41.000000,7.200000,-0.200000,-2.600000,2.607681,-94.398682,170.902954
*STITCH,-40.400000,9.700000,0.600000,2.500000,2.570992,76.504265,-173.086212
*STITCH,-40.700000,7.100000,-0.300000,-2.600000,2.617250,-96.581940,170.939697
*STITCH,-40.000000,9.600000,0.700000,2.500000,2.596151,74.357758,-173.103912
*STITCH,-40.400000,7.000000,-0.400000,-2.600000,2.630589,-98.746162,171.001495
*STITCH,-39.600000,9.500000,0.800000,2.500000,2.624881,72.255325,-168.837265
*STITCH,-39.900000,6.900000,-0.300000,-2.600000,2.617250,-96.581940,173.086212
*STITCH,-39.300000,9.400000,0.600000,2.500000,2.570992,76.504265,-171.267899
*STITCH,-39.500000,7.000000,-0.200000,-2.400000,2.408319,-94.763634,170.727386
*STITCH,-39.000000,9.000000,0.500000,2.000000,2.061553,75.963760,-165.963760
*STITCH,-39.000000,7.200000,0.000000,-1.800000,1.800000,-90.000000,167.005386
*STITCH,-38.700000,8.500000,0.300000,1.300000,1.334166,77.005386,-161.810974
*STITCH,-38.600000,7.400000,0.100000,-1.100000,1.104536,-84.805595,187.334412
*STITCH,-38.800000,8.300000,-0.200000,0.900000,0.921954,102.528809,-87.152565
*STITCH,-34.800000,9.400000,4.000000,1.100000,4.148494,15.376245,-129.680801
*STITCH,-36.200000,6.300000,-1.400000,-3.100000,3.401470,-114.304550,62.964359
*STITCH,-35.000000,4.800000,1.200000,-1.500000,1.920937,-51.340191,-1.789909
*STITCH,-34.100000,3.600000,0.900000,-1.200000,1.500000,-53.130100,47.419506
*STITCH,-31.100000,3.300000,3.000000,-0.300000,3.014963,-5.710593,-122.949211
*STITCH,-31.500000,2.800000,-0.400000,-0.500000,0.640312,-128.659805,150.030426
*STITCH,-29.200000,3.700000,2.300000,0.900000,2.469818,21.370619,-25.769325
*STITCH,-27.900000,3.600000,1.300000,-0.100000,1.303840,-4.398705,58.488979
*STITCH,-25.800000,6.500000,2.100000,2.900000,3.580503,54.090275,69.599792
*STITCH,-26.600000,7.700000,-0.800000,1.200000,1.442220,123.690071,-38.659813
*STITCH,-26.400000,10.000000,0.200000,2.300000,2.308679,85.030258,68.404694
*STITCH,-28.800000,11.200000,-2.400000,1.200000,2.683282,153.434952,-6.340195
*STITCH,-30.500000,12.300000,-1.700000,1.100000,2.024846,147.094757,-300.529724
*STITCH,-32.500000,11.300000,-2.000000,-1.000000,2.236068,-153.434952,-20.854462
*STITCH,-33.500000,11.200000,-1.000000,-0.100000,1.004988,-174.289413,51.265549
*STITCH,-34.800000,9.200000,-1.300000,-2.000000,2.385372,-123.023865,14.588921
*STITCH,-35.100000,8.300000,-0.300000,-0.900000,0.948683,-108.434944,4.398697
*STITCH,-35.800000,5.500000,-0.700000,-2.800000,2.886174,-104.036247,70.857735
*STITCH,-33.200000,3.800000,2.600000,-1.700000,3.106445,-33.178513,13.524689
*STITCH,-31.800000,3.300000,1.400000,-0.500000,1.486607,-19.653824,29.519642
*STITCH,-29.500000,3.700000,2.300000,0.400000,2.334524,9.865818,-9.865818
*STITCH,-27.100000,3.700000,2.400000,0.000000,2.400000,0.000000,61.113419
*STITCH,-25.500000,6.600000,1.600000,2.900000,3.312099,61.113419,61.357773
*STITCH,-26.200000,7.700000,-0.700000,1.100000,1.303840,122.471191,27.783920
*STITCH,-26.900000,8.100000,-0.700000,0.400000,0.806226,150.255112,-150.255112
*STITCH,-24.600000,8.100000,2.300000,0.000000,2.300000,0.000000,-175.426071
*STITCH,-27.100000,7.900000,-2.500000,-0.200000,2.507987,-175.426071,170.852142
*STITCH,-24.600000,7.700000,2.500000,-0.200000,2.507987,-4.573921,184.573914
*STITCH,-27.000000,7.700000,-2.400000,0.000000,2.400000,180.000000,-191.768295
*STITCH,-24.600000,7.200000,2.400000,-0.500000,2.451530,-11.768290,182.305954
*STITCH,-27.000000,7.600000,-2.400000,0.400000,2.433105,170.537659,-188.972610
*STITCH,-24.600000,6.800000,2.400000,-0.800000,2.529822,-18.434948,186.170181
*STITCH,-26.900000,7.300000,-2.300000,0.500000,2.353720,167.735229,-189.105850
*STITCH,-24.600000,6.400000,2.300000,-0.900000,2.469818,-21.370625,184.443115
*STITCH,-26.900000,7.100000,-2.300000,0.700000,2.404163,163.072495,-191.682953
*STITCH,-24.700000,5.900000,2.200000,-1.200000,2.505993,-28.610458,184.166504
*STITCH,-26.900000,6.900000,-2.200000,1.000000,2.416609,155.556046,-190.548065
